Stock_No,Make,Model,Trim,Year,Eng,Trans,Color,Mileage,VIN,Options,Warranty Type,Price,EPACity,EPAHighway,Modified,Internet Specials,Sold,Locked,Dealer Certified,Manufacturer Cert.,Home Page Special,KBB Valuation Needs Verification,Rooftop,Type,MSRP,Days in Stock,Photos
588868,Ram,1500,Laramie 4WD,2021,Regular Unleaded V-8 5.7 L/345,Automatic,Bright White Clearcoat,94933,1C6SRFJT8MN588868,5.7L HEMI V8|8-speed automatic|4WD|Laramie Package|Off-road suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,22,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,69,20,
311829,Ram,3500,Laramie 4X4 Crew Cab,2022,Intercooled Turbo Diesel I-6 6.7 L/408,Automatic,Patriot Blue Pearlcoat,62346,3C63RRJL6NG311829,6.7L Cummins Turbo Diesel I-6|6-speed automatic|4WD|Laramie Package|Heavy-duty suspension|Dual rear wheels|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,0,0,62995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,63995,840,39,
519258,Ram,2500,Laramie 4WD,2023,Intercooled Turbo Diesel I-6 6.7 L/408,Automatic,Pearl White,4689,3C6UR5FL9PG519258,6.7L Cummins Turbo Diesel I-6|6-speed automatic|4WD|Laramie Package|Heavy-duty suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,0,0,64995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,65995,383,32,
557452,Ram,1500,Big Horn 4WD,2023,Gas/Electric V-6 3.6 L/220,Automatic,Patriot Blue Pearlcoat,21644,1C6RRFBG3PN557452,3.6L Pentastar V6 eTorque|8-speed automatic|4WD|Big Horn Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,19,24,36995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,37995,147,29,
100852,Ram,2500,Big Horn 4WD Crew Cab,2024,Intercooled Turbo Diesel I-6 6.7 L/408,Automatic,Bright White Clearcoat,59829,3C6UR5DL0RG100852,6.7L Cummins Turbo Diesel I-6|6-speed automatic|4WD|Big Horn Package|Heavy-duty suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,0,0,49995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,54995,113,25,
740121,Ram,1500,Big Horn 4WD,2021,Regular Unleaded V-8 5.7 L/345,Automatic,Flame Red Clearcoat,16508,1C6SRFBT5MN740121,5.7L HEMI V8|8-speed automatic|4WD|Big Horn Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,15,21,38995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,39995,97,30,
834344,Ram,1500,Rebel 4WD Crew Cab,2021,Regular Unleaded V-8 5.7 L/345,Automatic,Flame Red Clearcoat,43828,1C6SRFLT4MN834344,5.7L HEMI V8|8-speed automatic|4WD|Rebel Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,22,44995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,45995,90,30,
116154,Ram,1500,Big Horn 4WD Crew cab,2016,Intercooled Turbo Diesel V-6 3.0 L/182,Automatic,Maximum Steel Metallic Clearcoat,116154,1C6RR7TMXGS116154,3.0L EcoDiesel V6|8-speed automatic|4WD|Big Horn Package|Off-road suspension|18-inch alloy wheels|Halogen headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,19,27,22995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,24995,68,20,
170562,Ram,1500,TRX Final Edition,2024,Intercooled Supercharger Premium Unleaded V-8 6.2 L/376,Automatic,Bright White Clearcoat,6525,1C6SRFU9XRN170562,6.2L Supercharged V8|8-speed automatic|4WD|TRX Package|Performance suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,10,14,118995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,120995,56,20,
120858,Saturn,Sky,,2008,Gas I4 2.4L/145,Automatic,Silver Pearl,51848,1G8MC35B98Y120858,Power windows|Remote keyless entry|Leather-appointed seats|AM/FM stereo with CD|Air conditioning|Cruise control|Tilt steering wheel|Fog lamps|18-inch alloy wheels|Performance suspension|Dual front airbags|ABS brakes|Traction control|Stability control|Daytime running lights|Power mirrors|Power door locks|Driver information center|Front bucket seats|Rear window defogger|Variable intermittent wipers|Chrome exhaust tip|Sport-tuned exhaust|Manual folding mirrors|Front floor mats|Digital clock|Tire pressure monitoring system|Battery rundown protection|Halogen headlamps|Front reading lamps|Emergency trunk release|Front side-impact airbags,AS-IS,19,24,8995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,10995,64,20,
107332,Saturn,Sky,,2007,Gas I4 2.4L/145,Manual,Silver Pearl,18734,1G8MB35B37Y107332,Leather-appointed seats|AM/FM stereo with CD|Air conditioning|Cruise control|Tilt steering wheel|Fog lamps|18-inch alloy wheels|Performance suspension|Dual front airbags|ABS brakes|Traction control|Stability control|Daytime running lights|Power mirrors|Power door locks|Driver information center|Front bucket seats|Rear window defogger|Variable intermittent wipers|Chrome exhaust tip|Sport-tuned exhaust|Manual folding mirrors|Front floor mats|Digital clock|Tire pressure monitoring system|Battery rundown protection|Halogen headlamps|Front reading lamps|Emergency trunk release|Front side-impact airbags|Manual transmission|Leather-wrapped steering wheel,AS-IS,20,28,18995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,19995,64,20,
506881,Subaru,Forester,Sport,2019,Regular Unleaded H-4 2.5 L/152,Variable,Dark Blue Pearl,80618,JF2SKAKC3KH506881,LED headlights|Sport grille|18-inch black alloy wheels|Dual-zone automatic climate control|Power panoramic moonroof|EyeSight driver assist|Adaptive cruise control|Lane keep assist|Blind-spot detection|Rear cross-traffic alert|Starlink infotainment|Apple CarPlay|Android Auto|6-speaker audio|Power driver seat|Heated front seats|Keyless access with push-button start|Rear vision camera|X-MODE with hill descent control|Symmetrical AWD|Vehicle dynamics control|Traction control|ABS brakes|Brake assist|Electronic parking brake|Roof rails|Rear spoiler|Sport interior trim|Leather-wrapped steering wheel|Tilt/telescoping steering column|60/40 split rear seats|Cargo area tie-down hooks,AS-IS,26,33,16995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,17995,64,20,
891805,Subaru,Crosstrek,Premium,2024,Regular Unleaded H-4 2.0 L/122,Variable,Pure Red,6245,JF2GUADC5RH891805,17-inch alloy wheels|LED steering responsive headlights|Fog lights|Roof rails|Heated front seats|Heated side mirrors|Windshield wiper de-icer|Dual USB ports|Apple CarPlay|Android Auto|Starlink 8-inch display|6-speaker audio|Keyless entry|Push-button start|EyeSight driver assist|Adaptive cruise control|Lane centering|Pre-collision braking|Rear vision camera|Blind-spot detection|Rear cross-traffic alert|Symmetrical AWD|X-MODE|Hill descent control|Vehicle dynamics control|ABS brakes|Brake assist|Cargo tray|Cargo cover|60/40 split rear seats|Tilt/telescoping steering wheel|Leather-wrapped steering wheel|Automatic climate control,BOF,27,34,30995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,54,20,
191683,Toyota,4Runner,SR5,2019,Regular Unleaded V-6 4.0 L/241,Automatic,,90956,JTEZU5JR9K5191683,17-inch alloy wheels|LED headlights|Fog lights|Roof rails|Running boards|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Tilt/telescoping steering wheel|Air conditioning|Rear window defogger|Sliding rear cargo deck|Power rear liftgate window|Vehicle stability control|Traction control|ABS brakes|Brake assist|Smart Stop Technology|Hill start assist|Downhill assist control|Skid plates|Full-size spare tire|Tow hitch receiver|Safety Connect|Side-impact door beams|Tire pressure monitoring system,AS-IS,17,21,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29995,50,20,
118079,Toyota,Tundra 4WD,SR5 4WD,2023,Twin Turbo Regular Unleaded V-6 3.4 L/210,Automatic,Midnight Black Metallic,26604,5TFLA5DB7PX118079,18-inch alloy wheels|LED headlights|LED fog lights|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Tow package|Trailer sway control|Integrated trailer brake controller|Cruise control|Tilt/telescoping steering wheel|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Electronic parking brake|Safety Sense 2.5|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Blind-spot monitor|Rear cross-traffic alert|Bed tie-down cleats|Deck rail system,BOF,17,23,48995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,50995,167,27,
233,Toyota,Land Cruiser,First Edition 4WD,2024,Intercooled Turbo Gas/Electric I-4 2.4 L/146,Automatic,Trail Dust/Gray Scape,11227,JTEABFAJ2RK000233,20-inch alloy wheels|LED headlights|LED fog lights|Heated and ventilated front seats|Leather-trimmed interior|Power panoramic moonroof|12.3-inch touchscreen|Apple CarPlay|Android Auto|Premium JBL audio|Wireless charging|Head-up display|Digital rearview mirror|Adaptive cruise control|Lane keep assist|Blind-spot monitor|Rear cross-traffic alert|Multi-terrain select|Crawl control|Full-time 4WD|Locking center differential|Tow package|Trailer sway control|Vehicle stability control|Traction control|ABS brakes|Brake assist|Electronic parking brake|Safety Sense 3.0|Push-button start|Smart key system|Power liftgate|Roof rails,BOF,22,25,78995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,79995,132,30,
565349,Toyota,Tacoma 4WD,SR5,2023,Regular Unleaded V-6 3.5 L/211,Automatic,Celestial Silver Metallic,37561,3TMCZ5AN2PM565349,16-inch alloy wheels|LED headlights|Fog lights|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Tow package|Trailer sway control|Cruise control|Tilt/telescoping steering wheel|Air conditioning|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense P|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Bed tie-down cleats|Deck rail system|Sliding rear window|Privacy glass|Tire pressure monitoring system,BOF,18,22,40995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,41995,96,29,
59801,Toyota,Tacoma 4WD,Limited,2022,Regular Unleaded V-6 3.5 L/211,Automatic,White,28628,3TYGZ5AN2NT059801,18-inch polished alloy wheels|LED headlights|LED fog lights|Leather-trimmed seats|Heated front seats|Power driver and passenger seats|Premium JBL audio|Navigation|Wireless charging|Apple CarPlay|Android Auto|Bluetooth|USB ports|Backup camera|Tow package|Trailer sway control|Cruise control|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense P|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Bed tie-down cleats|Deck rail system|Sliding rear window|Chrome exterior accents|Power tilt/slide moonroof,BOF,18,22,44995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,45995,90,32,
51687,Toyota,Tacoma 4WD,SR5,2024,Intercooled Turbo Regular Unleaded I-4 2.4 L/146,Automatic,Black,8803,3TYLB5JN0RT051687,16-inch alloy wheels|LED headlights|Fog lights|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Tow package|Trailer sway control|Cruise control|Tilt/telescoping steering wheel|Air conditioning|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 3.0|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Bed tie-down cleats|Deck rail system|Sliding rear window|Privacy glass|Tire pressure monitoring system,BOF,19,24,42995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,44995,84,28,
76393,Toyota,Tacoma 4WD,Limited Double Cab,2024,Intercooled Turbo Regular Unleaded I-4 2.4 L/146,Automatic,Black,8664,3TMLB5JN4RM076393,18-inch polished alloy wheels|LED headlights|LED fog lights|Leather-trimmed seats|Heated front seats|Power driver and passenger seats|Premium JBL audio|Navigation|Wireless charging|Apple CarPlay|Android Auto|Bluetooth|USB ports|Backup camera|Tow package|Trailer sway control|Cruise control|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 3.0|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Bed tie-down cleats|Deck rail system|Sliding rear window|Chrome exterior accents|Power tilt/slide moonroof,BOF,20,23,42995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,44995,82,31,
284086,Toyota,4Runner,TRD Offroad 4WD,2024,Regular Unleaded V-6 4.0 L/241,Automatic,Classic Silver Metallic,30371,JTEPU5JR2R6284086,17-inch alloy wheels|LED headlights|Fog lights|Roof rails|TRD Off-Road badging|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Tilt/telescoping steering wheel|Air conditioning|Rear window defogger|Sliding rear cargo deck|Power rear liftgate window|Vehicle stability control|Traction control|ABS brakes|Brake assist|Smart Stop Technology|Hill start assist|Downhill assist control|Multi-terrain select|Crawl control|Skid plates|Full-size spare tire|Tow hitch receiver|Safety Connect,BOF,16,19,48995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,49995,77,28,
98195,Toyota,RAV4,Adventure,2020,Regular Unleaded I-4 2.5 L/152,Automatic,Lunar Rock/Ice Edge Roof,103963,2T3J1RFV9LC098195,19-inch matte black alloy wheels|LED headlights|Fog lights|Roof rails|Adventure badging|Two-tone exterior paint|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Tilt/telescoping steering wheel|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 2.0|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Blind-spot monitor|Rear cross-traffic alert|Cargo area tie-down hooks|Tire pressure monitoring system,AS-IS,25,33,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,28995,69,20,
144074,Toyota,RAV4,XLE,2021,Regular Unleaded I-4 2.5 L/152,Automatic,Silver Sky Metallic,101880,2T3P1RFV4MC144074,17-inch alloy wheels|LED headlights|Fog lights|Roof rails|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Tilt/telescoping steering wheel|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 2.0|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Blind-spot monitor|Rear cross-traffic alert|Cargo area tie-down hooks|Tire pressure monitoring system|Rear privacy glass|Heated side mirrors,AS-IS,27,33,26995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,27995,69,20,
801243,Toyota,Camry,XSE,2023,Regular Unleaded I-4 2.5 L/152,Automatic,,51575,4T1K61AK3PU801243,19-inch gloss black alloy wheels|LED headlights|LED daytime running lights|Sport mesh grille|Dual exhaust with quad chrome tips|Leather-trimmed seats|Heated front seats|Power driver and passenger seats|9-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 2.5+|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Blind-spot monitor|Rear cross-traffic alert|Wireless charging|Ambient interior lighting|Sport-tuned suspension|Rear spoiler,BOF,27,38,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29995,65,20,
173171,Toyota,Corolla Hatchback,SE,2022,Regular Unleaded I-4 2.0 L/121,Variable,,57577,JTND4MBE2N3173171,16-inch alloy wheels|LED headlights|LED daytime running lights|Sport mesh grille|Fabric-trimmed sport seats|Leather-wrapped steering wheel|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Tilt/telescoping steering wheel|Automatic climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 2.0|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Blind-spot monitor|Rear cross-traffic alert|60/40 split rear seats|Cargo area cover|Tire pressure monitoring system|Rear spoiler|Sport driving mode,BOF,32,41,20995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,21995,62,20,
197019,Toyota,Tacoma 2WD,SR5,2023,Regular Unleaded V-6 3.5 L/211,Automatic,,17453,3TMAZ5CN8PM197019,16-inch alloy wheels|LED headlights|Fog lights|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Tow package|Trailer sway control|Cruise control|Tilt/telescoping steering wheel|Air conditioning|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense P|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Bed tie-down cleats|Deck rail system|Sliding rear window|Privacy glass|Tire pressure monitoring system,BOF,19,24,38995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,39995,54,20,
143406,Toyota,Highlander,,2015,Regular Unleaded V-6 3.5 L/211,Automatic,,191150,5TDDKRFH2FS143406,18-inch alloy wheels|Halogen headlights|Fog lights|Roof rails|Fabric-trimmed seats|Power driver seat|Touchscreen audio|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Tilt/telescoping steering wheel|Tri-zone climate control|Rear window defogger|Sliding second-row seats|60/40 split third-row seats|Vehicle stability control|Traction control|ABS brakes|Brake assist|Smart Stop Technology|Hill start assist|Downhill assist control|Skid plates|Full-size spare tire|Tow hitch receiver|Safety Connect|Side-impact door beams|Tire pressure monitoring system|Rear privacy glass|Power mirrors,AS-IS,18,24,15995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,16995,54,20,
556353,Toyota,4Runner,Limited,2018,Regular Unleaded V-6 4.0 L/241,Automatic,,112987,JTEBU5JR6J5556353,20-inch alloy wheels|LED headlights|Fog lights|Chrome exterior accents|Leather-trimmed seats|Heated and ventilated front seats|Power driver and passenger seats|Premium JBL audio|Navigation|Touchscreen display|Bluetooth|USB ports|Backup camera|Cruise control|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense P|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Sliding rear cargo deck|Power rear liftgate window|Full-size spare tire|Tow hitch receiver|Roof rails|Power tilt/slide moonroof|Wood-grain interior trim,AS-IS,17,20,32995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,50,20,
4877,Toyota,Tacoma 4WD,Trail Hunter,2024,Intercooled Turbo Gas/Electric I-4 2.4 L/146,Automatic,,20487,3TYLF5LNXRT004877,18-inch alloy wheels|LED headlights|LED fog lights|Trail Hunter badging|Off-road suspension|Skid plates|Leather-trimmed seats|Heated front seats|Power driver seat|Premium JBL audio|Navigation|Wireless charging|Apple CarPlay|Android Auto|Bluetooth|USB ports|Backup camera|Tow package|Trailer sway control|Cruise control|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 3.0|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Bed tie-down cleats|Deck rail system|Power tilt/slide moonroof,BOF,,,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,23,20,
308080,Toyota,RAV4,XLE,2024,Regular Unleaded I-4 2.5 L/152,Automatic,Ice Cap,47038,2T3W1RFV7RW308080,17-inch alloy wheels|LED headlights|Fog lights|Roof rails|Fabric-trimmed seats|Power driver seat|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Tilt/telescoping steering wheel|Dual-zone climate control|Push-button start|Smart key system|Vehicle stability control|Traction control|ABS brakes|Brake assist|Safety Sense 2.5|Lane departure alert|Dynamic radar cruise control|Pre-collision system|Blind-spot monitor|Rear cross-traffic alert|Cargo area tie-down hooks|Tire pressure monitoring system|Rear privacy glass|Heated side mirrors,BOF,27,35,0,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,0,15,20,
34709,Volkswagen,Tiguan,,2024,Intercooled Turbo Regular Unleaded I-4 2.0 L/121,Automatic,,3686,3VV4B7AX0RM034709,18-inch alloy wheels|LED headlights|LED daytime running lights|Roof rails|Heated front seats|Power driver seat|Leatherette seating surfaces|Digital cockpit|8-inch touchscreen|Apple CarPlay|Android Auto|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Dual-zone climate control|Push-button start|Keyless access|Vehicle stability control|Traction control|ABS brakes|Brake assist|Blind-spot monitor|Rear cross-traffic alert|Lane keeping system|Adaptive cruise control|Forward collision warning|Emergency braking|Rear privacy glass|Cargo cover|Split-folding rear seats|Tire pressure monitoring system,BOF,22,29,34995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,35995,301,29,
224873,Volkswagen,Jetta Sedan,GLI,2016,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Manual,,111424,3VW5T7AJ2GM224873,18-inch alloy wheels|LED headlights|LED daytime running lights|Sport grille|GLI badging|Leather-trimmed sport seats|Heated front seats|Power driver seat|Touchscreen display|Bluetooth|USB ports|AM/FM radio|Backup camera|Cruise control|Dual-zone climate control|Push-button start|Keyless access|Vehicle stability control|Traction control|ABS brakes|Brake assist|Blind-spot monitor|Rear cross-traffic alert|Sport suspension|Performance brakes|Manual transmission|Leather-wrapped steering wheel|Ambient interior lighting|Split-folding rear seats|Tire pressure monitoring system|Rear spoiler|Sport exhaust|Fog lights,AS-IS,23,33,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,8,20,
320520,Volvo,XC60 Recharge Plug-In Hybrid,,2023,Intercooled Turbo Gas/Electric I-4 2.0 L/120,Automatic,Crystal White Metallic,32325,YV4H60DW0P1320520,19-inch alloy wheels|LED headlights|Thor s Hammer DRLs|Panoramic moonroof|Leather-trimmed seats|Heated front seats|Power driver and passenger seats|Harman Kardon premium audio|Navigation|Wireless charging|Apple CarPlay|Android Auto|Bluetooth|USB ports|Backup camera|360-degree camera|Adaptive cruise control|Lane keeping aid|Blind-spot monitor|Rear cross-traffic alert|Pilot Assist|Collision avoidance system|Electronic parking brake|ABS brakes|Brake assist|Traction control|Vehicle stability control|Plug-in hybrid powertrain|Drive mode selector|Split-folding rear seats|Power tailgate|Ambient interior lighting,BOF,,,42995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,43995,71,30,
